Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
0,IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,480k,"Data Analysis, Machine Learning, Python Programming, SQL, Data Visualization, Use of IBM Cloud, Statistics, Problem-solving, Critical Thinking, Knowledge of IBM Watson AI"
98,IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,Beginner,35k,"Basic IT Knowledge, Understanding of Cybersecurity Principles, Risk Management, Network Security, System Security, Threat Identification, Vulnerability Assessment, Data Encryption, Ethical Hacking, Security Architecture, Computer Forensics, Incident Response, Security Policy Development"
476,IT Security: Defense against the digital dark arts,Google,COURSE,4.8,Beginner,62k,"Understanding of IT Security Principles, Knowledge of Digital Threats, Cybersecurity Basics, Network Security, Computer Forensics, Cryptography, Risk Assessment and Management, Ethical Hacking, Intrusion Detection, Malware Analysis, Data Protection, Security Software Operation, Incident Response, Vulnerability Assessment"
856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.9,Beginner,1.7k,"Risk Identification, Risk Monitoring, Risk Analysis, Incident Response, Incident Recovery, Data Analysis, Critical Thinking, Problem-Solving, Decision Making, Communication Skills, Crisis Management, Emergency Planning, IT Security Principles"
562,Implementación del Marketing Mix,IE Business School,SPECIALIZATION,4.7,Beginner,23k,"Understanding of Marketing Principles, Spanish Language Proficiency, Knowledge of Marketing Mix Concepts, Strategic Planning, Product Development, Price Setting, Promotion Strategy Planning, Place/Distribution Strategy Planning, Market Research, Customer Relationship Management, Communication Skills, Analytical Skills, Decision Making Skills"
640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.6,Beginner,2.2k,"Understanding of RPA (Robotic Process Automation), Cognitive Automation knowledge, Analytics skills, Implementation strategies, Familiarity with RPA tools, Problem-solving skills, Basic programming knowledge, Data interpretation skills, Understanding of AI and Machine Learning, Project management skills"
36,Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,610k,"English language proficiency, Listening skills, Speaking skills, Reading skills, Writing skills, Vocabulary building, Pronunciation, Grammar understanding, Confidence building, Interpersonal communication skills, Non-verbal communication skills, Cultural understanding, Public speaking, Conversation skills, Presentation skills, Business communication skills, Negotiation skills, Assertiveness, Active listening, Constructive feedback, Empathy, Patience, Adaptability, Critical thinking, Problem-solving skills"
123,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,270k,"Understanding of basic neural networks, Deep learning basics, Hyperparameter tuning, Regularization techniques, Optimization techniques, Understanding of machine learning algorithms, Data analysis, Problem-solving, Programming skills, Knowledge of Python or similar language, Mathematical skills, Statistics, Understanding of gradient descent algorithms"
748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.4,Beginner,18k,"Leadership skills, Governance skills, Organizational skills, Strategic Planning, Decision Making, Team Management, Communication skills, Problem-solving skills, Ethical Understanding, Financial Management, Nonprofit Management, Policy Development, Stakeholder Engagement, Fundraising Strategies."
318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.9,Beginner,79k,"Artistic Understanding, Abstract Art Knowledge, Painting Techniques, Art History, Visual Analysis, Critical Thinking, Creativity, Color Theory, Textural Techniques, Composition Skills, Understanding of Postwar Art Movements, Studio Practice Skills"
110,Indigenous Canada,University of Alberta,COURSE,4.8,Mixed,51k,"Cultural Awareness, Historical Knowledge, Understanding Indigenous Rights, Social Studies, Anthropology, Sociology, Indigenous Studies, Research Skills, Critical Thinking, Communication Skills"
572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.5,Beginner,34k,"Understanding of IoT technology, Familiarity with Industrial IoT, Knowledge of Google Cloud Platform, Data Analysis, Cloud Computing, Machine Learning, Network Security, Data Management, Programming Skills, Problem-solving Skills, Understanding of IoT Devices, Data Integration, Knowledge of IoT Networking, Cloud Storage Management, Cybersecurity Skills"
401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.0,Intermediate,1.6k,"Epidemiology, Mathematical Modelling, Data Analysis, Research Skills, Statistics, Understanding of Infectious Diseases, Scientific Computing, Biological Sciences Knowledge, Problem-Solving Skills, Critical Thinking, Computer Programming"
805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.4,Intermediate,12k,"Marketing Strategy, Influencer Marketing, Social Media Strategy, Content Creation, Brand Awareness, Communication Skills, Relationship Building, Data Analysis, Digital Marketing, Social Media Analytics, Content Strategy, Public Relations"
224,"Influencing: Storytelling, Change Management and Governance",Macquarie University,SPECIALIZATION,4.8,Beginner,22k,"Influencing Skills, Storytelling Skills, Change Management Skills, Governance Knowledge, Communication Skills, Leadership Skills, Strategic Planning, Decision Making, Problem Solving, Interpersonal Skills, Emotional Intelligence, Conflict Resolution, Negotiation Skills"
549,Information Security: Context and Introduction,"Royal Holloway, University of London",COURSE,4.6,Beginner,32k,"Understanding of Information Technology, Basic Computer Skills, Analytical Thinking, Knowledge in Cybersecurity, Problem Solving, Risk Assessment, Understanding of Security Protocols, Data Protection, Critical Thinking, Ethical Hacking, Network Security, Encryption Algorithms Understanding"
537,Information Visualization,New York University,SPECIALIZATION,4.6,Beginner,10k,"Data Analysis, Data Interpretation, Graphic Design, Critical Thinking, Attention to Detail, Computer Literacy, Programming, Understanding of Visual Elements, Creativity, Communication Skills, Problem-Solving, Research Skills"
485,Information​ ​Systems,University of Minnesota,SPECIALIZATION,4.7,Beginner,16k,"Understanding of Information Technology, Data Analysis, System Analysis, Problem-Solving, Critical Thinking, Project Management, Communication, Technical Writing, Knowledge of Database Management, Understanding of Computer Networks, Information Security, Business Process Understanding"
169,Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,180k,"Project Management, Planning, Time Management, Risk Assessment, Budgeting, Strategic Thinking, Communication, Teamwork, Problem Solving, Decision Making, Leadership, Resource Allocation"
365,Innovation Management,Erasmus University Rotterdam,COURSE,4.6,Beginner,40k,"Strategic Planning, Project Management, Leadership, Creativity, Critical Thinking, Decision-Making, Problem-Solving, Communication, Teamwork, Risk Assessment, Business Strategy, Market Analysis, Research Skills, Change Management, Time Management"
747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.8,Beginner,10k,"Creative Thinking, Problem Solving, Innovation Skills, Design Thinking, Prototyping, Idea Generation, Critical Analysis, Iterative Design, Practical Skills"
673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,25k,"Creativity, Innovation, Entrepreneurship, Business Strategy, Idea Development, Problem Solving, Critical Thinking, Market Research, Product Development, Leadership, Decision Making, Risk Management, Business Planning"
219,Inspirational Leadership: Leading with Sense,HEC Paris,SPECIALIZATION,4.5,Beginner,72k,"Leadership skills, Interpersonal skills, Communication skills, Emotional intelligence, Decision-making skills, Strategic thinking, Inspirational skills, Empathy, Self-awareness, Motivational skills, Problem-solving skills, Teamwork skills, Conflict resolution skills, Analytical skills, Critical thinking skills"
184,Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,97k,"Communication, Decision Making, Strategic Thinking, Emotional Intelligence, Team Management, Motivation, Conflict Resolution, Change Management, Time Management, Problem Solving, Assertiveness, Confidence Building, Empathy, Resilience, Inspiration Skills"
443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.8,Mixed,85k,"Leadership, Motivation Techniques, Communication Skills, Emotional Intelligence, Team Building, Interpersonal Skills, Conflict Resolution, Problem Solving, Decision Making, Empathy"
345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.2,Mixed,12k,"Instructional Design Principles, Curriculum Development, Learning Theory, Content Creation, Lesson Planning, Assessment Design, Project Management, Communication Skills, Technology Integration, Multimedia Use, Instructional Strategies, Evaluation Techniques, Collaboration Skills"
837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.6,Intermediate,9.7k,"Teaching Methods, Health Education, Instructional Design, Curriculum Development, Communication Skills, Leadership Skills, Medical Knowledge, Understanding of Health Professions, Patient Education, Educational Theory, Assessment Skills, Evaluation Skills, Planning Skills, Interpersonal Skills"
171,Integrative Health and Medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,14k,"Understanding of basic medical terminology, Knowledge of integrative health concepts, Familiarity with holistic approaches to health, Research skills, Critical thinking, Analytical skills, Communication skills, Understanding of various medical practices, Empathy and compassion, Understanding of health and wellness concepts, Ability to integrate various health practices and treatments, Knowledge of nutrition and lifestyle changes for health improvement."
120,Intellectual Property Law,University of Pennsylvania,SPECIALIZATION,4.8,Intermediate,8.7k,"Legal Research, Legal Writing, Critical Thinking, Analytical Skills, Understanding of Intellectual Property Rights, Knowledge of Copyright, Trademark and Patent Laws, Communication Skills, Negotiation Skills, Attention to Detail, Problem-Solving Skills"
128,Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,150k,"User Experience Understanding, User Interface Design, Graphic Design, Prototyping, Wireframing, Visual Communication, Usability Testing, Human-Computer Interaction, Cognitive Psychology, Research Skills, Problem Solving Skills, Critical Thinking, Creativity, Collaboration, Communication Skills"
762,Intercultural Management,ESCP Business School,COURSE,4.6,Beginner,6.5k,"Cultural Awareness, Cross-Cultural Communication, Leadership Skills, Problem-Solving, Adaptability, Teamwork, Decision Making, Conflict Resolution, Negotiation Skills, Empathy, Diversity Management, Strategic Planning"
451,International Business Essentials,University of London,SPECIALIZATION,4.5,Intermediate,22k,"Understanding of International Trade Laws, Cultural Awareness, Business Strategy Development, Market Analysis, Financial Management, Communication Skills, Negotiation Skills, Knowledge of Global Economics, Leadership Skills, Problem-Solving Skills, Decision Making Skills, Critical Thinking, Understanding of International Marketing, Risk Management, Ethical Business Practices"
701,International Cyber Conflicts,The State University of New York,COURSE,4.4,Mixed,25k,"Understanding of Cybersecurity Principles, Knowledge of International Relations, Computer Literacy, Analytical Thinking, Problem Solving, Ethical Hacking, Network Security, Digital Forensics, Understanding of Cyber Laws and Regulations, Conflict Resolution, Strategic Planning"
404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.8,Beginner,22k,"Understanding of international law, knowledge of humanitarian principles, critical thinking, analytical skills, understanding of legal theories, practical application of law, ethical decision-making, research skills, problem-solving skills, communication skills"
579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,COURSE,4.8,Mixed,36k,"Understanding of International Law, Knowledge of International Courts and Tribunals, Familiarity with The Hague, Legal Analysis, Legal Research, Critical Thinking, Problem-Solving, Interpretation of Legal Texts, Understanding of International Relations, Communication Skills"
280,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,COURSE,4.8,Mixed,19k,"Understanding of International Law, Knowledge of Arbitration Procedures, Conflict Resolution, Critical Thinking, Legal Analysis, Negotiation Skills, Diplomacy, Research Skills, Legal Writing, Communication Skills"
228,International Leadership and Organizational Behavior,Università Bocconi,COURSE,4.8,Mixed,41k,"Leadership Skills, Organizational Behavior Knowledge, International Business Understanding, Communication Skills, Cross-cultural Awareness, Conflict Resolution, Teamwork, Decision Making, Strategic Planning, Problem Solving, Emotional Intelligence, Change Management"
615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26k,"International Marketing, Cross Industry Growth, Market Analysis, Business Strategy, Cultural Awareness, Communication Skills, Strategic Planning, Market Research, International Business, Business Development, Cross-cultural Communication, Brand Management"
346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20k,"International Relations, Management Skills, Leadership, Strategic Planning, Cross-Cultural Communication, Teamwork, Problem Solving, Decision Making, Project Management, Organizational Skills, Conflict Resolution, Negotiation, Understanding of International Laws and Regulations, Research Skills, Analytical Thinking, Ethical Decision Making, Budgeting and Financial Management, Time Management, Public Speaking"
447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2.2k,"International Relations, Risk Assessment, Crisis Management, Security Policies and Procedures, Strategic Planning, Leadership, Communication, Conflict Resolution, Decision Making, Analytical Thinking, Problem Solving, Understanding of International Laws and Regulations, Cross-cultural Competence"
193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35k,"Understanding of Human Rights, Knowledge of Women's Health, International Law Understanding, Cultural Awareness, Advocacy Skills, Research Skills, Critical Thinking, Communication Skills, Analytical Skills, Problem-Solving Skills, Empathy, Ethical Decision Making"
593,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11k,"Understanding of Global Issues, Knowledge of International Migration Patterns, Analytical Thinking, Critical Thinking, Research Skills, Cultural Awareness, Sociopolitical Knowledge, Geographical Knowledge, Historical Context Understanding, Communication Skills"
667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36k,"Understanding of computer systems, Basic computer literacy, Knowledge of internet service providers, Troubleshooting skills, Knowledge of network connections, Understanding of internet connection types, Problem-solving skills, Technical communication skills"
834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38k,"Understanding of Law, Economics, Media Platform Management, Internet Technology, Analytical Skills, Critical Thinking, Understanding of Media Laws and Regulations, Knowledge of Internet Giants' Operations, Economic Analysis, Legal Analysis, Media Analysis, Communication Skills"
582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66k,"English language proficiency, Interviewing skills, Resume writing, Communication skills, Listening skills, Presentation skills, Self-promotion skills, Written communication, Critical thinking, Creativity, Detail orientation"
495,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140k,"Data analysis, Statistical programming, R programming, Basic math skills, Problem-solving, Data visualization, Statistical analysis, Data Science fundamentals, Spanish language proficiency"
327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100k,"Understanding of Spanish language, Basic computer literacy, Basic mathematics, Logical thinking, Problem-solving, Python programming, Syntax understanding, Code debugging, Algorithm development, Data structures in Python, Command line interface navigation"
844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46k,"French Language Proficiency, Understanding of Human Rights, Legal Analysis, Critical Thinking, Research Skills, Ethical Judgment, Cross-Cultural Understanding"
830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60k,"Music Production, Sound Design, Audio Mixing, Digital Audio Workstation (DAW) Operation, Ableton Live Proficiency, MIDI Sequencing, Audio Recording, Electronic Music Composition, Live Performance Techniques, Music Software Navigation"
427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44k,"Understanding of basic computer science principles, Knowledge of basic programming languages, Problem-solving skills, Logical thinking, Understanding of machine learning concepts, Familiarity with algorithms and data structures, Understanding of probability and statistics, Knowledge of AI ethics, Ability to work with large datasets, Familiarity with AI tools and platforms, Ability to design and implement AI models, Knowledge of neural networks"
862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160k,"Data Analysis, Understanding of Big Data Concepts, Data Mining, Data Management, Basic Programming Skills, Statistical Analysis, Use of Big Data Tools, Data Visualization, Critical Thinking, Problem-Solving Skills"
608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16k,"Understanding of basic computer science principles, Knowledge of cryptography, Familiarity with distributed systems, Understanding of data structures, Basic programming skills, Comprehension of peer-to-peer networks, Knowledge of digital currencies, Understanding of financial transactions, Analytical skills, Problem-solving skills"
620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27k,"Understanding of basic biology, Familiarity with medical terminology, Research skills, Critical thinking, Analytical skills, Communication skills, Understanding of cancer pathology, Knowledge of human anatomy, Basic understanding of genetics, Ability to understand and interpret scientific literature"
713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14k,"Data Analysis, Business Analysis, Communication Skills, Data Visualization, Statistical Analysis, Critical Thinking, Problem Solving, Data Interpretation"
664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84k,"Understanding of Basic HTML, Basic Computer Literacy, Web Design Principles, Attention to Detail, CSS3 Syntax and Selectors, Responsive Design Skills, CSS3 Animations and Transitions, CSS3 Properties and Values, Understanding of CSS Box Model, Cross-Browser Compatibility Issues, Debugging and Testing Skills in CSS."
412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53k,"Analytical thinking, Mathematical reasoning, Problem-solving, Understanding of algebraic principles, Understanding of geometric principles, Understanding of limits and continuity, Understanding of derivatives, Understanding of integrals, Critical thinking, Attention to detail"
879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46k,"Understanding of basic scientific concepts, Knowledge of chemical reactions, Understanding of ratios and proportions, Basic lab safety, Experimentation and observation skills, Analytical thinking, Problem-solving, Basic math skills, Understanding of the periodic table, Knowledge of chemical compounds, Data interpretation skills"
421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150k,"Musical theory understanding, Listening skills, Historical knowledge, Critical thinking, Appreciation for classical music, Analytical skills, Note reading, Tempo recognition, Rhythm recognition, Cultural understanding"
594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2.6k,"Understanding of Basic Computer Concepts, Familiarity with the Internet, Knowledge of Basic Networking Concepts, Understanding of Data Storage, Knowledge of Virtualization, Basic Knowledge of Operating Systems, Problem-Solving Skills, Analytical Skills, Cloud Service Models Understanding, Knowledge of Cloud Deployment Models, Data Security and Privacy Skills, Cloud Management and Monitoring Skills"
780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20k,"Problem-solving, Logical thinking, Understanding of algorithms, Basic mathematics, Attention to detail, Familiarity with programming concepts, Syntax proficiency, Debugging, Code optimization, Understanding of data structures, Patience, Perseverance, Ability to learn and use a programming language"
254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32k,"Problem-solving, Analytical thinking, Understanding of algorithms, Basic math skills, Knowledge of programming languages, Familiarity with computer systems, Logical thinking, Attention to detail, Debugging, Code writing, Understanding of data structures, Software development, Computational thinking"
336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130k,"Financial Analysis, Corporate Finance, Financial Reporting, Business Acumen, Risk Management, Financial Modeling, Strategic Planning, Accounting, Decision Making, Problem Solving, Numeracy Skills, Understanding of Financial Markets, Financial Forecasting, Budgeting, Critical Thinking"
723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27k,"Understanding of basic computer systems, Knowledge of internet protocols, Familiarity with network security, Critical thinking, Problem-solving, Risk analysis, Basic understanding of malware, Knowledge of encryption and decryption, Ethical hacking basics, Understanding of firewalls and intrusion detection systems, Ability to identify vulnerabilities in a system, Cyber threat intelligence, Understanding of cyber attack strategies."
183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32k,"Understanding of basic computer operations, Knowledge of internet usage, Basic programming knowledge, Understanding of computer networks, Awareness of common security threats, Ability to identify phishing and scam attempts, Knowledge of encryption methods, Understanding of firewalls and antivirus software, Ethical hacking skills, Digital forensics, Risk management, Incident response, Knowledge of security architecture and design."
469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30k,"Understanding of basic computer systems, Knowledge of internet protocols, Familiarity with basic cybersecurity concepts, Ability to use cybersecurity tools, Understanding of cyber attacks, Problem-solving skills, Analytical thinking, Ethical hacking basics, Network security fundamentals, Risk assessment and management, Data protection skills"
548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99k,"Data analysis, Excel proficiency, Spreadsheet navigation, Data visualization, Use of Excel formulas and functions, Data interpretation, Basic statistical analysis, Data cleaning, Pivot tables, Chart creation, Problem-solving, Critical thinking"
1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310k,"Data Analysis, Statistical Analysis, Programming, Machine Learning, Data Visualization, Critical Thinking, Problem Solving, Python, R programming, SQL, Predictive Modeling, Probability Theory, Communication Skills, Understanding of Algorithms, Data Mining"
187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390k,"Python programming, Data analysis, Statistical analysis, Machine learning, Data visualization, Understanding of Python libraries (Pandas, NumPy, Matplotlib), Problem-solving, Critical thinking, Data cleaning, Data manipulation, Basic mathematics, Algorithms understanding, Basic knowledge of data structures"
253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25k,"Basic Anatomy Knowledge, Medical Terminology Understanding, Dental Anatomy Knowledge, Dental Medicine Basics, Oral Health Understanding, Patient Care Skills, Dental Equipment Familiarity, Dental Procedures Basics, Communication Skills, Sterilization Techniques, Infection Control, Attention to Detail"
196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75k,"Analytical thinking, Mathematical reasoning, Problem-solving, Understanding of algorithms, Familiarity with set theory, Knowledge of functions and relations, Understanding of combinatorics, Proficiency in logic and proofs, Basic computer science concepts, Critical thinking, Numerical competency"
745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110k,"Understanding of basic physics, Mathematical skills, Problem-solving skills, Technical skills, Circuit analysis, Understanding of electrical components, Basic computer skills, Soldering skills, Knowledge of safety procedures, Analytical skills, Critical thinking skills, Troubleshooting skills"
649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41k,"Programming, Software Development, Understanding of Embedded Systems, Knowledge of Development Environments, Problem-Solving, Critical Thinking, System Design, Debugging, Coding, Testing Software, Hardware Interfacing, Time Management, Technical Writing"
628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150k,"Understanding of basic physics, mathematical problem-solving, analytical thinking, knowledge of material properties, understanding of statics and dynamics, knowledge of forces and equilibrium, familiarity with Newton's laws, basic computer skills, technical drawing interpretation, structural analysis, stress-strain understanding"
511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34k,"Understanding of Legal Principles, Knowledge of Environmental Law, Policy Analysis, Critical Thinking, Research Skills, Comprehension of Environmental Policies, Legal Analysis, Communication Skills, Problem-Solving Skills, Ethical Decision Making, Understanding of Regulatory Processes"
204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200k,"Financial literacy, Understanding of accounting principles, Basic math skills, Analytical thinking, Attention to detail, Problem-solving, Familiarity with financial software, Understanding of financial statements, Knowledge of regulatory standards, Bookkeeping, Financial reporting, Decision-making skills"
377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47k,"Analytical skills, Attention to detail, Scientific knowledge, Understanding of legal procedures, Critical thinking, Problem-solving, Laboratory skills, Communication skills, Observation skills, Evidence analysis, Ethical judgment, Understanding of forensic techniques"
850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79k,"Programming, Game Design, Computer Graphics, Mathematics, Problem Solving, Creativity, Storytelling, Critical Thinking, Software Development, 3D Modeling, Physics, Teamwork"
499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74k,"Understanding of basic biology, Knowledge of DNA structure and function, Understanding of evolutionary theory, Familiarity with genetic variation, Ability to analyze genetic data, Knowledge of natural selection and adaptation, Understanding of heredity and gene expression, Ability to conduct genetic research, Critical thinking skills, Problem-solving skills, Scientific literacy"
878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42k,"Understanding of Biology, Basic Computer Skills, Knowledge of Genomic Concepts, Data Analysis, Laboratory Skills, Research Skills, Understanding of Genomic Technologies, Bioinformatics, DNA Sequencing, Genomic Data Interpretation"
307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220k,"Understanding of basic computer operations, Knowledge of Internet and web functions, Basic coding skills, HTML syntax understanding, Webpage design skills, Problem-solving skills, Attention to detail, Debugging skills, HTML5 specifications knowledge, Responsive design understanding"
774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54k,"Artistic creativity, Understanding of color theory, Basic computer literacy, Familiarity with image editing software, Composition skills, Visual communication skills, Concept development, Basic photography skills, Digital imaging, Photo editing, Graphic design, Critical thinking, Attention to detail"
689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6k,"Understanding of Legal Concepts, Knowledge in Intellectual Property Rights, Analytical Thinking, Research Skills, Basic Understanding of Copyrights, Patents, and Trademarks, Communication Skills, Critical Thinking, Attention to Detail"
417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82k,"Understanding of Basic Law Principles, Knowledge of International Law, Analytical Thinking, Critical Reading, Research Skills, Written Communication, Understanding of Criminal Justice System, Ethical Judgment, Problem Solving, Knowledge of Human Rights"
136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220k,"Understanding of basic business concepts, Communication skills, Analytical skills, Creativity, Research skills, Strategic thinking, Understanding of consumer behavior, Knowledge of market trends, Basic numeracy skills"
340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270k,"Critical Thinking, Problem Solving, Mathematical Reasoning, Abstract Reasoning, Logical Thinking, Deductive Reasoning, Numeracy Skills, Analytical Skills, Attention to Detail, Algebra Skills, Geometry Skills, Calculus Skills"
533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87k,"Analytical Thinking, Problem-Solving, Decision Making, Time Management, Organizational Skills, Strategic Planning, Communication Skills, Leadership Skills, Understanding of Business Operations, Process Improvement, Project Management, Risk Management, Resource Management, Quality Control, Supply Chain Management"
542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140k,"Self-awareness, Marketing, Communication, Creativity, Social Media Management, Public Speaking, Networking, Personal Development, Image Building, Strategic Planning, Online Presence Management, Content Creation"
235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370k,"Critical Thinking, Analytical Skills, Problem-Solving, Reading Comprehension, Writing Skills, Argument Evaluation, Ethical Reasoning, Abstract Thinking, Intellectual Curiosity, Understanding Complex Concepts"
617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11k,"Python programming, Portfolio construction, Financial analysis, Data analysis, Critical thinking, Problem-solving, Quantitative skills, Risk management, Investment strategy understanding, Basic mathematics, Statistical analysis"
473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160k,"Statistical analysis, Probability theory, Data interpretation, Critical thinking, Mathematical reasoning, Problem-solving, Data analysis, Basic computer skills, Quantitative skills"
190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82k,"Understanding of basic computer operations, Problem-solving skills, Logical thinking, Basic math skills, Knowledge of C programming language, Understanding of algorithms and data structures, Debugging, Code optimization, Memory management, Understanding of C syntax and semantics"
308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270k,"Understanding of basic mathematics, Problem-solving skills, Analytical thinking, Basic computer skills, MATLAB proficiency, Coding basics, Algorithm design, Data analysis, Debugging, Logical thinking"
29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270k,"Understanding of human behavior, comprehension of psychological theories, analytical thinking, research skills, problem-solving, communication skills, empathy, observational skills, critical thinking, understanding of ethical considerations in psychology, knowledge of psychological disorders, understanding of cognitive processes, understanding of social psychology, understanding of developmental psychology, understanding of biological psychology"
293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49k,"Basic computer skills, Understanding of programming concepts, Problem-solving skills, Logical thinking, Familiarity with Python syntax, Debugging skills, Knowledge of data types and variables in Python, Use of loops and conditionals in Python, Ability to write and execute Python scripts, Understanding of functions and modules in Python, Knowledge of file operations in Python"
